id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,associatedOccurrences,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
25341397,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173821,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173821,122,urn:uuid:86d40283-869c-4250-9c16-5fcce8252d9e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341397
25341398,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173822,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173822,122,urn:uuid:ad34884e-64cc-4cb0-92e9-7fa1a2c779f3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341398
25341399,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173823,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173823,122,urn:uuid:eb3a980f-ebf4-4d3d-b1d0-b6b817e0f02d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341399
25341400,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173824,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173824,122,urn:uuid:715d22ad-e1dd-4c20-afa9-c8063143eb35,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341400
25341401,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173825,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173825,122,urn:uuid:36140df2-6205-4fa0-a64a-9ff2feecae9d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341401
25341402,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173826,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173826,122,urn:uuid:baeb09a0-f3fe-4c3c-b00f-4eccfda1a254,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341402
25341403,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173827,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173827,122,urn:uuid:580d000d-58c9-4e7a-b507-a67427546ee2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341403
25341404,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173828,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173828,122,urn:uuid:339a30c3-4ba3-4bbd-b4db-89ba5ba0b4a2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341404
25341405,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173829,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173829,122,urn:uuid:c261ae0c-969c-45a8-a9b9-2c1065ac3411,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341405
25341406,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173830,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173830,122,urn:uuid:5782ddc8-28cb-4c2a-a70b-721fe452ccb9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341406
25341407,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173831,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173831,122,urn:uuid:ead02a8e-9335-4721-901f-e65b09a96699,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341407
25341408,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173832,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1980-08-18,1980,8,18,231,,1980-08-18T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173832,122,urn:uuid:3ac3fc4c-d9e2-4c7f-ad22-2f39a3c3cb57,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341408
25341409,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173400,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173400,122,urn:uuid:e3cc0a85-758e-4da4-9de7-67be3d8ce72f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341409
25341410,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173401,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173401,122,urn:uuid:cdb68a93-679f-4396-89c0-ed0fd16f13ad,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341410
25341411,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173402,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173402,122,urn:uuid:d6f37786-09c3-4268-8b2a-705200f7b63b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341411
25341412,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173403,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173403,122,urn:uuid:8560c2fa-ef6a-44b0-bc2c-ea39e1d14e3b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341412
25341413,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173404,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173404,122,urn:uuid:2bb9df70-5c8e-4612-a027-1e7758fe15dd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341413
25341414,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173405,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173405,122,urn:uuid:1dfc3a5c-446e-4b0c-b74a-9dc8356394e5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341414
25341415,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173406,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173406,122,urn:uuid:c7797a89-5a79-4e91-87e6-13dcb0a2f459,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341415
25341416,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173407,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173407,122,urn:uuid:225b9af2-c3ba-4fd7-a34b-ca215f7e4547,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341416
25341417,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173408,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173408,122,urn:uuid:6bfafb70-1b7b-42a7-bf11-7e5df81c62d3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341417
25341418,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173409,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173409,122,urn:uuid:10dde2f1-dc06-4c0d-aa92-51cf6d43899b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341418
25341419,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173410,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173410,122,urn:uuid:9ebce78e-5af4-4cff-9ec1-d20245ed83bd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341419
25341420,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173411,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173411,122,urn:uuid:746a32f3-3eb3-4ec6-91b3-ca2d449d16d3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341420
25341421,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173412,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173412,122,urn:uuid:5bbdc9ec-0ec0-429f-abbc-0afa1ac116d3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341421
25341422,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173413,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173413,122,urn:uuid:2153ad13-abea-4ec9-83eb-f72341fa9d9a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341422
25341423,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173414,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173414,122,urn:uuid:3a543512-5e24-4a78-82f4-cb6ffd3d1d61,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341423
25341424,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173415,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173415,122,urn:uuid:2bc1b76b-c8cb-41fb-9915-5d10692412d1,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341424
25341425,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173416,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173416,122,urn:uuid:98ce5a07-d944-484c-9964-dd402171b81d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341425
25341426,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173417,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173417,122,urn:uuid:90d91714-f126-41f1-891c-c726a6b65832,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341426
25341427,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173418,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173418,122,urn:uuid:4498ca92-93e9-4471-8c78-9e27aa8ba7ad,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341427
25341428,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173419,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173419,122,urn:uuid:12f85ad7-a0c5-4af5-be0b-8a0eccda5bfc,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341428
25341429,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173420,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173420,122,urn:uuid:4c233650-19f1-42fe-a832-2a234c002368,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341429
25341430,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173421,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173421,122,urn:uuid:e6b537f4-dcc2-4cff-a6d2-a4cad52e2ba8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341430
25341431,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173422,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173422,122,urn:uuid:afb85b17-238b-49e8-b177-d2ce35f4f2ae,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341431
25341432,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173423,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173423,122,urn:uuid:001ab5cf-1f15-4051-a02e-6b54e226e987,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341432
25341433,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173424,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-17,1981,7,17,198,,1981-07-17T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173424,122,urn:uuid:b127ef24-6dbb-4178-b307-afeda2585da4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341433
25341434,USDA-ARS,BBSL,,PRESERVED_SPECIMEN,,BBSL173425,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,"Dufourea novaeangliae",180132,"(Robertson, 1897)",Dufourea,novaeangliae,,,"T.L. Griswold 1996",,,,,,,"G.C. Eickwort",,,,1981-07-15,1981,7,15,196,,1981-07-15T02:00Z,,,,,,,,,,,,,,,,,,,,"United States","New York",Cayuga,,"Fair Haven Beach State Park",,0,,43.3464,-76.688,,,,,,,,,,,,,,,,,,"2017-01-12 10:29:16",BBSL173425,122,urn:uuid:ea444c46-f13b-4721-9a79-34dfdbeb0203,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25341434
